;Codigo;Descripcion_aperturas;Clasificador;Periodo;Indice_IPC;v_m_IPC;v_i_a_IPC;Region
5390;01.2.1;Café, té, yerba y cacao;Clase;201808;161,335;6,3;42,1;Pampeana
5391;01.2.1;Café, té, yerba y cacao;Clase;201808;155,0924;6,2;37;Noreste
5392;01.2.1;Café, té, yerba y cacao;Clase;201808;154,4759;4,4;37,6;Noroeste
5393;01.2.1;Café, té, yerba y cacao;Clase;201808;159,3294;5,9;38,9;Cuyo
5394;01.2.1;Café, té, yerba y cacao;Clase;201808;161,6278;7,6;41,4;Patagonia
5395;01.2.2;Aguas minerales, bebidas gaseosas y jugos;Clase;201808;148,8224;4;30,8;Pampeana
5396;01.2.2;Aguas minerales, bebidas gaseosas y jugos;Clase;201808;160,9607;6,5;38,6;Noreste
5397;01.2.2;Aguas minerales, bebidas gaseosas y jugos;Clase;201808;156,6591;7,6;38;Noroeste
5398;01.2.2;Aguas minerales, bebidas gaseosas y jugos;Clase;201808;151,9064;3,8;30,8;Cuyo
5399;01.2.2;Aguas minerales, bebidas gaseosas y jugos;Clase;201808;155,6696;4,8;36,7;Patagonia
5426;11;Restaurantes y hoteles;Nivel general y divisiones COICOP;201808;148,3622;2,5;28,9;GBA
5446;11.1;Restaurantes y comidas fuera del hogar;Grupos;201808;148,5343;2,9;28,8;GBA
5454;01.1.8;Azúcar, dulces, chocolate, golosinas, etc.;Clase;201808;145,6868;3,3;29,1;GBA
5455;01.2.1;Café, té, yerba y cacao;Clase;201808;162,0562;5,5;40;GBA
5456;01.2.2;Aguas minerales, bebidas gaseosas y jugos;Clase;201808;138,7414;0,6;22,9;GBA
5515;11;Restaurantes y hoteles;Nivel general y divisiones COICOP;201809;155,0753;4,7;32,8;Pampeana
5516;11;Restaurantes y hoteles;Nivel general y divisiones COICOP;201809;154,3553;6,5;34,1;Noreste
5517;11;Restaurantes y hoteles;Nivel general y divisiones COICOP;201809;155,5604;7,2;35,5;Noroeste
5518;11;Restaurantes y hoteles;Nivel general y divisiones COICOP;201809;159,5595;6,8;39,6;Cuyo
5519;11;Restaurantes y hoteles;Nivel general y divisiones COICOP;201809;154,6773;4,5;34,6;Patagonia
5605;11.1;Restaurantes y comidas fuera del hogar;Grupos;201809;155,3701;4,8;32,9;Pampeana
5606;11.1;Restaurantes y comidas fuera del hogar;Grupos;201809;154,5462;6,7;34,1;Noreste
5607;11.1;Restaurantes y comidas fuera del hogar;Grupos;201809;155,7561;7,3;35,6;Noroeste
5608;11.1;Restaurantes y comidas fuera del hogar;Grupos;201809;160,2166;7,1;40;Cuyo
5609;11.1;Restaurantes y comidas fuera del hogar;Grupos;201809;154,9608;4,6;34,7;Patagonia
5645;01.1.8;Azúcar, dulces, chocolate, golosinas, etc.;Clase;201809;162,524;7,1;38,7;Pampeana
5646;01.1.8;Azúcar, dulces, chocolate, golosinas, etc.;Clase;201809;159,2351;7;33,9;Noreste
5647;01.1.8;Azúcar, dulces, chocolate, golosinas, etc.;Clase;201809;161,2657;6,2;34,4;Noroeste
5648;01.1.8;Azúcar, dulces, chocolate, golosinas, etc.;Clase;201809;160,8305;5,6;37,1;Cuyo
5649;01.1.8;Azúcar, dulces, chocolate, golosinas, etc.;Clase;201809;155,9577;5,5;33,5;Patagonia
5650;01.2.1;Café, té, yerba y cacao;Clase;201809;175,744;8,9;52,9;Pampeana
5651;01.2.1;Café, té, yerba y cacao;Clase;201809;171,6237;10,7;48,1;Noreste
5652;01.2.1;Café, té, yerba y cacao;Clase;201809;169,8503;10;48,9;Noroeste
5653;01.2.1;Café, té, yerba y cacao;Clase;201809;179,0503;12,4;56;Cuyo
5654;01.2.1;Café, té, yerba y cacao;Clase;201809;172,9084;7;49,4;Patagonia
5655;01.2.2;Aguas minerales, bebidas gaseosas y jugos;Clase;201809;157,8044;6;37,4;Pampeana
5656;01.2.2;Aguas minerales, bebidas gaseosas y jugos;Clase;201809;169,8057;5,5;43;Noreste
5657;01.2.2;Aguas minerales, bebidas gaseosas y jugos;Clase;201809;164,0129;4,7;41,6;Noroeste
5658;01.2.2;Aguas minerales, bebidas gaseosas y jugos;Clase;201809;161,9316;6,6;38;Cuyo
5659;01.2.2;Aguas minerales, bebidas gaseosas y jugos;Clase;201809;163,5878;5,1;40,8;Patagonia
5686;11;Restaurantes y hoteles;Nivel general y divisiones COICOP;201809;157,6511;6,3;35,3;GBA
5706;11.1;Restaurantes y comidas fuera del hogar;Grupos;201809;158,2398;6,5;35,5;GBA
5714;01.1.8;Azúcar, dulces, chocolate, golosinas, etc.;Clase;201809;156,4578;7,4;35,9;GBA
5715;01.2.1;Café, té, yerba y cacao;Clase;201809;176,2784;8,8;49,9;GBA
5716;01.2.2;Aguas minerales, bebidas gaseosas y jugos;Clase;201809;152,9657;10,3;30,6;GBA
5775;11;Restaurantes y hoteles;Nivel general y divisiones COICOP;201810;161,0543;3,9;36,3;Pampeana
5776;11;Restaurantes y hoteles;Nivel general y divisiones COICOP;201810;158,1967;2,5;36,8;Noreste
5777;11;Restaurantes y hoteles;Nivel general y divisiones COICOP;201810;161,1613;3,6;37,4;Noroeste
5778;11;Restaurantes y hoteles;Nivel general y divisiones COICOP;201810;162,0631;1,6;42,8;Cuyo
5779;11;Restaurantes y hoteles;Nivel general y divisiones COICOP;201810;160,5205;3,8;37,1;Patagonia
5865;11.1;Restaurantes y comidas fuera del hogar;Grupos;201810;161,4992;3,9;36,4;Pampeana
5866;11.1;Restaurantes y comidas fuera del hogar;Grupos;201810;158,4432;2,5;36,9;Noreste
5867;11.1;Restaurantes y comidas fuera del hogar;Grupos;201810;161,4435;3,7;37,6;Noroeste
5868;11.1;Restaurantes y comidas fuera del hogar;Grupos;201810;162,771;1,6;43,3;Cuyo
5869;11.1;Restaurantes y comidas fuera del hogar;Grupos;201810;160,9505;3,9;37,3;Patagonia
5905;01.1.8;Azúcar, dulces, chocolate, golosinas, etc.;Clase;201810;172,9147;6,4;44,7;Pampeana
5906;01.1.8;Azúcar, dulces, chocolate, golosinas, etc.;Clase;201810;167,5682;5,2;38;Noreste
5907;01.1.8;Azúcar, dulces, chocolate, golosinas, etc.;Clase;201810;168,3157;4,4;38,1;Noroeste
5908;01.1.8;Azúcar, dulces, chocolate, golosinas, etc.;Clase;201810;169,8266;5,6;42,3;Cuyo
5909;01.1.8;Azúcar, dulces, chocolate, golosinas, etc.;Clase;201810;166,4068;6,7;40,3;Patagonia
5910;01.2.1;Café, té, yerba y cacao;Clase;201810;187,2306;6,5;60,5;Pampeana
5911;01.2.1;Café, té, yerba y cacao;Clase;201810;182,6379;6,4;54,4;Noreste
5912;01.2.1;Café, té, yerba y cacao;Clase;201810;178,0187;4,8;54,8;Noroeste
5913;01.2.1;Café, té, yerba y cacao;Clase;201810;187,5099;4,7;59,7;Cuyo
5914;01.2.1;Café, té, yerba y cacao;Clase;201810;186,1505;7,7;57,8;Patagonia
5915;01.2.2;Aguas minerales, bebidas gaseosas y jugos;Clase;201810;168,544;6,8;44,5;Pampeana
5916;01.2.2;Aguas minerales, bebidas gaseosas y jugos;Clase;201810;176,8919;4,2;45,6;Noreste
5917;01.2.2;Aguas minerales, bebidas gaseosas y jugos;Clase;201810;168,5011;2,7;42,5;Noroeste
5918;01.2.2;Aguas minerales, bebidas gaseosas y jugos;Clase;201810;173,5052;7,1;44,8;Cuyo
5919;01.2.2;Aguas minerales, bebidas gaseosas y jugos;Clase;201810;173,4213;6;45,8;Patagonia
5946;11;Restaurantes y hoteles;Nivel general y divisiones COICOP;201810;161,7351;2,6;36,5;GBA
5966;11.1;Restaurantes y comidas fuera del hogar;Grupos;201810;162,4583;2,7;36,8;GBA
5974;01.1.8;Azúcar, dulces, chocolate, golosinas, etc.;Clase;201810;164,776;5,3;40,9;GBA
5975;01.2.1;Café, té, yerba y cacao;Clase;201810;188,287;6,8;58,4;GBA
5976;01.2.2;Aguas minerales, bebidas gaseosas y jugos;Clase;201810;164,3586;7,4;37;GBA
6035;11;Restaurantes y hoteles;Nivel general y divisiones COICOP;201811;165,156;2,5;36,9;Pampeana
6036;11;Restaurantes y hoteles;Nivel general y divisiones COICOP;201811;161,9729;2,4;37,7;Noreste
6037;11;Restaurantes y hoteles;Nivel general y divisiones COICOP;201811;165,0404;2,4;39,7;Noroeste
6038;11;Restaurantes y hoteles;Nivel general y divisiones COICOP;201811;163,5131;0,9;39,4;Cuyo
6039;11;Restaurantes y hoteles;Nivel general y divisiones COICOP;201811;164,9491;2,8;39;Patagonia
6125;11.1;Restaurantes y comidas fuera del hogar;Grupos;201811;165,6026;2,5;37,1;Pampeana
6126;11.1;Restaurantes y comidas fuera del hogar;Grupos;201811;162,2129;2,4;37,9;Noreste
6127;11.1;Restaurantes y comidas fuera del hogar;Grupos;201811;165,319;2,4;39,8;Noroeste
6128;11.1;Restaurantes y comidas fuera del hogar;Grupos;201811;164,0927;0,8;39,7;Cuyo
6129;11.1;Restaurantes y comidas fuera del hogar;Grupos;201811;165,3918;2,8;39,2;Patagonia
6165;01.1.8;Azúcar, dulces, chocolate, golosinas, etc.;Clase;201811;179,5786;3,9;46,8;Pampeana
6166;01.1.8;Azúcar, dulces, chocolate, golosinas, etc.;Clase;201811;172,9492;3,2;39,7;Noreste
6167;01.1.8;Azúcar, dulces, chocolate, golosinas, etc.;Clase;201811;174,136;3,5;40,6;Noroeste
6168;01.1.8;Azúcar, dulces, chocolate, golosinas, etc.;Clase;201811;174,8674;3;42,7;Cuyo
6169;01.1.8;Azúcar, dulces, chocolate, golosinas, etc.;Clase;201811;172,9138;3,9;43,4;Patagonia
6170;01.2.1;Café, té, yerba y cacao;Clase;201811;194,0659;3,7;62,8;Pampeana
6171;01.2.1;Café, té, yerba y cacao;Clase;201811;191,3525;4,8;60,5;Noreste
6172;01.2.1;Café, té, yerba y cacao;Clase;201811;185,6167;4,3;57,4;Noroeste
6173;01.2.1;Café, té, yerba y cacao;Clase;201811;190,4323;1,6;58,8;Cuyo
6174;01.2.1;Café, té, yerba y cacao;Clase;201811;196,1366;5,4;66,1;Patagonia
6175;01.2.2;Aguas minerales, bebidas gaseosas y jugos;Clase;201811;178,3512;5,8;51,2;Pampeana
6176;01.2.2;Aguas minerales, bebidas gaseosas y jugos;Clase;201811;186,0802;5,2;50,5;Noreste
6177;01.2.2;Aguas minerales, bebidas gaseosas y jugos;Clase;201811;181,7343;7,9;50,1;Noroeste
6178;01.2.2;Aguas minerales, bebidas gaseosas y jugos;Clase;201811;182,453;5,2;49,8;Cuyo
6179;01.2.2;Aguas minerales, bebidas gaseosas y jugos;Clase;201811;184,6607;6,5;52,1;Patagonia
6206;11;Restaurantes y hoteles;Nivel general y divisiones COICOP;201811;166,2958;2,8;38;GBA
6226;11.1;Restaurantes y comidas fuera del hogar;Grupos;201811;167,0451;2,8;38,3;GBA
6234;01.1.8;Azúcar, dulces, chocolate, golosinas, etc.;Clase;201811;170,6706;3,6;44,1;GBA
6235;01.2.1;Café, té, yerba y cacao;Clase;201811;195,0848;3,6;61,1;GBA
6236;01.2.2;Aguas minerales, bebidas gaseosas y jugos;Clase;201811;172,5466;5;39,5;GBA
6295;11;Restaurantes y hoteles;Nivel general y divisiones COICOP;201812;170,0824;3;38,4;Pampeana
6296;11;Restaurantes y hoteles;Nivel general y divisiones COICOP;201812;164,0146;1,3;36,9;Noreste
6297;11;Restaurantes y hoteles;Nivel general y divisiones COICOP;201812;169,4739;2,7;42,9;Noroeste
6298;11;Restaurantes y hoteles;Nivel general y divisiones COICOP;201812;169,6335;3,7;41,5;Cuyo
6299;11;Restaurantes y hoteles;Nivel general y divisiones COICOP;201812;170,956;3,6;40,5;Patagonia
6385;11.1;Restaurantes y comidas fuera del hogar;Grupos;201812;170,1688;2,8;38,4;Pampeana
6386;11.1;Restaurantes y comidas fuera del hogar;Grupos;201812;163,9331;1,1;36,8;Noreste
6387;11.1;Restaurantes y comidas fuera del hogar;Grupos;201812;169,5155;2,5;43;Noroeste
6388;11.1;Restaurantes y comidas fuera del hogar;Grupos;201812;169,7393;3,4;41,6;Cuyo
6389;11.1;Restaurantes y comidas fuera del hogar;Grupos;201812;171,0723;3,4;40,5;Patagonia
6425;01.1.8;Azúcar, dulces, chocolate, golosinas, etc.;Clase;201812;186,7709;4;49;Pampeana
6426;01.1.8;Azúcar, dulces, chocolate, golosinas, etc.;Clase;201812;178,4059;3,2;42,1;Noreste
6427;01.1.8;Azúcar, dulces, chocolate, golosinas, etc.;Clase;201812;180,9514;3,9;43,5;Noroeste
6428;01.1.8;Azúcar, dulces, chocolate, golosinas, etc.;Clase;201812;180,9091;3,5;43;Cuyo
6429;01.1.8;Azúcar, dulces, chocolate, golosinas, etc.;Clase;201812;178,6261;3,3;46,1;Patagonia
6430;01.2.1;Café, té, yerba y cacao;Clase;201812;200,3927;3,3;65,9;Pampeana
6431;01.2.1;Café, té, yerba y cacao;Clase;201812;198,0326;3,5;63,3;Noreste
6432;01.2.1;Café, té, yerba y cacao;Clase;201812;192,9234;3,9;61,7;Noroeste
6433;01.2.1;Café, té, yerba y cacao;Clase;201812;198,9416;4,5;62,1;Cuyo
6434;01.2.1;Café, té, yerba y cacao;Clase;201812;207,2714;5,7;72,1;Patagonia
6435;01.2.2;Aguas minerales, bebidas gaseosas y jugos;Clase;201812;186,2792;4,4;55,1;Pampeana
6436;01.2.2;Aguas minerales, bebidas gaseosas y jugos;Clase;201812;190,2882;2,3;48,3;Noreste
6437;01.2.2;Aguas minerales, bebidas gaseosas y jugos;Clase;201812;188,1339;3,5;52;Noroeste
6438;01.2.2;Aguas minerales, bebidas gaseosas y jugos;Clase;201812;189,813;4;53,9;Cuyo
6439;01.2.2;Aguas minerales, bebidas gaseosas y jugos;Clase;201812;192,8183;4,4;56;Patagonia
6466;11;Restaurantes y hoteles;Nivel general y divisiones COICOP;201812;170,1262;2,3;38,7;GBA
6486;11.1;Restaurantes y comidas fuera del hogar;Grupos;201812;170,2621;1,9;38,7;GBA
6494;01.1.8;Azúcar, dulces, chocolate, golosinas, etc.;Clase;201812;178,3138;4,5;47,7;GBA
6495;01.2.1;Café, té, yerba y cacao;Clase;201812;199,3881;2,2;61,7;GBA
6496;01.2.2;Aguas minerales, bebidas gaseosas y jugos;Clase;201812;179,3134;3,9;43,2;GBA
6555;11;Restaurantes y hoteles;Nivel general y divisiones COICOP;201901;176,2224;3,6;39,7;Pampeana
6556;11;Restaurantes y hoteles;Nivel general y divisiones COICOP;201901;170,8238;4,2;41;Noreste
6557;11;Restaurantes y hoteles;Nivel general y divisiones COICOP;201901;177,7211;4,9;45,4;Noroeste
6558;11;Restaurantes y hoteles;Nivel general y divisiones COICOP;201901;180,8578;6,6;46,2;Cuyo
6559;11;Restaurantes y hoteles;Nivel general y divisiones COICOP;201901;176,8615;3,5;41;Patagonia
6645;11.1;Restaurantes y comidas fuera del hogar;Grupos;201901;175,1196;2,9;39,9;Pampeana
6646;11.1;Restaurantes y comidas fuera del hogar;Grupos;201901;169,92;3,7;41,2;Noreste
6647;11.1;Restaurantes y comidas fuera del hogar;Grupos;201901;177,0587;4,4;45,6;Noroeste
6648;11.1;Restaurantes y comidas fuera del hogar;Grupos;201901;179,4549;5,7;46,9;Cuyo
6649;11.1;Restaurantes y comidas fuera del hogar;Grupos;201901;175,7727;2,7;41,3;Patagonia
6685;01.1.8;Azúcar, dulces, chocolate, golosinas, etc.;Clase;201901;192,1778;2,9;51,2;Pampeana
6686;01.1.8;Azúcar, dulces, chocolate, golosinas, etc.;Clase;201901;189,0525;6;48,9;Noreste
6687;01.1.8;Azúcar, dulces, chocolate, golosinas, etc.;Clase;201901;186,951;3,3;45,6;Noroeste
6688;01.1.8;Azúcar, dulces, chocolate, golosinas, etc.;Clase;201901;183,547;1,5;41,7;Cuyo
6689;01.1.8;Azúcar, dulces, chocolate, golosinas, etc.;Clase;201901;186,2267;4,3;49,5;Patagonia
6690;01.2.1;Café, té, yerba y cacao;Clase;201901;206,0455;2,8;66,9;Pampeana
6691;01.2.1;Café, té, yerba y cacao;Clase;201901;203,565;2,8;66,5;Noreste
6692;01.2.1;Café, té, yerba y cacao;Clase;201901;200,708;4;66,8;Noroeste
6693;01.2.1;Café, té, yerba y cacao;Clase;201901;206,5611;3,8;66,3;Cuyo
6694;01.2.1;Café, té, yerba y cacao;Clase;201901;211,8428;2,2;74,4;Patagonia
6695;01.2.2;Aguas minerales, bebidas gaseosas y jugos;Clase;201901;191,4725;2,8;57,6;Pampeana
6696;01.2.2;Aguas minerales, bebidas gaseosas y jugos;Clase;201901;202,1394;6,2;55,4;Noreste
6697;01.2.2;Aguas minerales, bebidas gaseosas y jugos;Clase;201901;196,9627;4,7;56;Noroeste
6698;01.2.2;Aguas minerales, bebidas gaseosas y jugos;Clase;201901;196,7854;3,7;58,4;Cuyo
6699;01.2.2;Aguas minerales, bebidas gaseosas y jugos;Clase;201901;199,8139;3,6;59,9;Patagonia
6726;11;Restaurantes y hoteles;Nivel general y divisiones COICOP;201901;175,7302;3,3;38,8;GBA
6746;11.1;Restaurantes y comidas fuera del hogar;Grupos;201901;173,9994;2,2;39;GBA
6754;01.1.8;Azúcar, dulces, chocolate, golosinas, etc.;Clase;201901;185,8041;4,2;51,3;GBA
6755;01.2.1;Café, té, yerba y cacao;Clase;201901;207,4217;4;64,3;GBA
6756;01.2.2;Aguas minerales, bebidas gaseosas y jugos;Clase;201901;188,5418;5,1;48;GBA
6815;11;Restaurantes y hoteles;Nivel general y divisiones COICOP;201902;183,1999;4;42,5;Pampeana
6816;11;Restaurantes y hoteles;Nivel general y divisiones COICOP;201902;178,2145;4,3;43;Noreste
6817;11;Restaurantes y hoteles;Nivel general y divisiones COICOP;201902;182,1958;2,5;45,6;Noroeste
6818;11;Restaurantes y hoteles;Nivel general y divisiones COICOP;201902;186,6597;3,2;43,6;Cuyo
6819;11;Restaurantes y hoteles;Nivel general y divisiones COICOP;201902;182,4352;3,2;42,3;Patagonia
6905;11.1;Restaurantes y comidas fuera del hogar;Grupos;201902;182,5971;4,3;42,8;Pampeana
6906;11.1;Restaurantes y comidas fuera del hogar;Grupos;201902;177,6727;4,6;43,3;Noreste
6907;11.1;Restaurantes y comidas fuera del hogar;Grupos;201902;181,7955;2,7;45,9;Noroeste
6908;11.1;Restaurantes y comidas fuera del hogar;Grupos;201902;185,9385;3,6;44,1;Cuyo
6909;11.1;Restaurantes y comidas fuera del hogar;Grupos;201902;181,8026;3,4;42,6;Patagonia
6945;01.1.8;Azúcar, dulces, chocolate, golosinas, etc.;Clase;201902;196,9032;2,5;51,1;Pampeana
6946;01.1.8;Azúcar, dulces, chocolate, golosinas, etc.;Clase;201902;195,2135;3,3;49,6;Noreste
6947;01.1.8;Azúcar, dulces, chocolate, golosinas, etc.;Clase;201902;191,3109;2,3;45,8;Noroeste
6948;01.1.8;Azúcar, dulces, chocolate, golosinas, etc.;Clase;201902;188,0371;2,4;42,4;Cuyo
6949;01.1.8;Azúcar, dulces, chocolate, golosinas, etc.;Clase;201902;189,0889;1,5;49,9;Patagonia
6950;01.2.1;Café, té, yerba y cacao;Clase;201902;211,0911;2,4;66,4;Pampeana
6951;01.2.1;Café, té, yerba y cacao;Clase;201902;206,2314;1,3;64,2;Noreste
6952;01.2.1;Café, té, yerba y cacao;Clase;201902;206,7358;3;67,7;Noroeste
6953;01.2.1;Café, té, yerba y cacao;Clase;201902;210,6487;2;67,5;Cuyo
6954;01.2.1;Café, té, yerba y cacao;Clase;201902;214,3804;1,2;71,7;Patagonia
6955;01.2.2;Aguas minerales, bebidas gaseosas y jugos;Clase;201902;195,3495;2;56,1;Pampeana
6956;01.2.2;Aguas minerales, bebidas gaseosas y jugos;Clase;201902;206,2643;2;55,1;Noreste
6957;01.2.2;Aguas minerales, bebidas gaseosas y jugos;Clase;201902;202,602;2,9;58;Noroeste
6958;01.2.2;Aguas minerales, bebidas gaseosas y jugos;Clase;201902;201,0178;2,2;57,4;Cuyo
6959;01.2.2;Aguas minerales, bebidas gaseosas y jugos;Clase;201902;204,593;2,4;58,2;Patagonia
6986;11;Restaurantes y hoteles;Nivel general y divisiones COICOP;201902;182,0486;3,6;41,2;GBA
7006;11.1;Restaurantes y comidas fuera del hogar;Grupos;201902;181,057;4,1;41,6;GBA
7014;01.1.8;Azúcar, dulces, chocolate, golosinas, etc.;Clase;201902;189,9897;2,3;50,9;GBA
7015;01.2.1;Café, té, yerba y cacao;Clase;201902;214,0314;3,2;65,6;GBA
7016;01.2.2;Aguas minerales, bebidas gaseosas y jugos;Clase;201902;193,9745;2,9;49,6;GBA
7075;11;Restaurantes y hoteles;Nivel general y divisiones COICOP;201903;190,9719;4,2;46,4;Pampeana
7076;11;Restaurantes y hoteles;Nivel general y divisiones COICOP;201903;187,0104;4,9;46,7;Noreste
7077;11;Restaurantes y hoteles;Nivel general y divisiones COICOP;201903;189,4298;4;47,5;Noroeste
7078;11;Restaurantes y hoteles;Nivel general y divisiones COICOP;201903;199,6135;6,9;49,1;Cuyo
7079;11;Restaurantes y hoteles;Nivel general y divisiones COICOP;201903;188,718;3,4;41,4;Patagonia
7165;11.1;Restaurantes y comidas fuera del hogar;Grupos;201903;191,1952;4,7;46,8;Pampeana
7166;11.1;Restaurantes y comidas fuera del hogar;Grupos;201903;187,0748;5,3;47;Noreste
7167;11.1;Restaurantes y comidas fuera del hogar;Grupos;201903;189,538;4,3;47,7;Noroeste
7168;11.1;Restaurantes y comidas fuera del hogar;Grupos;201903;200,3697;7,8;49,7;Cuyo
7169;11.1;Restaurantes y comidas fuera del hogar;Grupos;201903;188,8673;3,9;41,5;Patagonia
7205;01.1.8;Azúcar, dulces, chocolate, golosinas, etc.;Clase;201903;203,7924;3,5;53,6;Pampeana
7206;01.1.8;Azúcar, dulces, chocolate, golosinas, etc.;Clase;201903;201,8698;3,4;50,8;Noreste
7207;01.1.8;Azúcar, dulces, chocolate, golosinas, etc.;Clase;201903;199,3686;4,2;47,5;Noroeste
7208;01.1.8;Azúcar, dulces, chocolate, golosinas, etc.;Clase;201903;197,706;5,1;48,9;Cuyo
7209;01.1.8;Azúcar, dulces, chocolate, golosinas, etc.;Clase;201903;196,907;4,1;50,9;Patagonia
7210;01.2.1;Café, té, yerba y cacao;Clase;201903;217,7679;3,2;69,2;Pampeana
7211;01.2.1;Café, té, yerba y cacao;Clase;201903;212,2563;2,9;66,1;Noreste
7212;01.2.1;Café, té, yerba y cacao;Clase;201903;212,4803;2,8;68,6;Noroeste
7213;01.2.1;Café, té, yerba y cacao;Clase;201903;221,7149;5,3;71,7;Cuyo
7214;01.2.1;Café, té, yerba y cacao;Clase;201903;220,2837;2,8;74,4;Patagonia
7215;01.2.2;Aguas minerales, bebidas gaseosas y jugos;Clase;201903;199,7214;2,2;56,5;Pampeana
7216;01.2.2;Aguas minerales, bebidas gaseosas y jugos;Clase;201903;214,3397;3,9;56,3;Noreste
7217;01.2.2;Aguas minerales, bebidas gaseosas y jugos;Clase;201903;205,5718;1,5;54,7;Noroeste
7218;01.2.2;Aguas minerales, bebidas gaseosas y jugos;Clase;201903;202,9329;1;55,2;Cuyo
7219;01.2.2;Aguas minerales, bebidas gaseosas y jugos;Clase;201903;209,8573;2,6;58;Patagonia
7246;11;Restaurantes y hoteles;Nivel general y divisiones COICOP;201903;189,6348;4,2;45,1;GBA
7266;11.1;Restaurantes y comidas fuera del hogar;Grupos;201903;189,9113;4,9;45,5;GBA
7274;01.1.8;Azúcar, dulces, chocolate, golosinas, etc.;Clase;201903;194,9841;2,6;51,3;GBA
7275;01.2.1;Café, té, yerba y cacao;Clase;201903;222,6376;4;69,7;GBA
7276;01.2.2;Aguas minerales, bebidas gaseosas y jugos;Clase;201903;198,7451;2,5;50,8;GBA
7335;11;Restaurantes y hoteles;Nivel general y divisiones COICOP;201904;199,0967;4,3;48,5;Pampeana
7336;11;Restaurantes y hoteles;Nivel general y divisiones COICOP;201904;198,3279;6,1;53,7;Noreste
7337;11;Restaurantes y hoteles;Nivel general y divisiones COICOP;201904;197,8794;4,5;51,5;Noroeste
7338;11;Restaurantes y hoteles;Nivel general y divisiones COICOP;201904;203,9728;2,2;50,3;Cuyo
7339;11;Restaurantes y hoteles;Nivel general y divisiones COICOP;201904;194,4282;3;42,6;Patagonia
7425;11.1;Restaurantes y comidas fuera del hogar;Grupos;201904;199,7396;4,5;48,9;Pampeana
7426;11.1;Restaurantes y comidas fuera del hogar;Grupos;201904;198,7629;6,2;54,1;Noreste
7427;11.1;Restaurantes y comidas fuera del hogar;Grupos;201904;198,2584;4,6;51,8;Noroeste
7428;11.1;Restaurantes y comidas fuera del hogar;Grupos;201904;205,1641;2,4;51;Cuyo
7429;11.1;Restaurantes y comidas fuera del hogar;Grupos;201904;194,919;3,2;42,9;Patagonia
7465;01.1.8;Azúcar, dulces, chocolate, golosinas, etc.;Clase;201904;214,1936;5,1;57,8;Pampeana
7466;01.1.8;Azúcar, dulces, chocolate, golosinas, etc.;Clase;201904;211,692;4,9;53,8;Noreste
7467;01.1.8;Azúcar, dulces, chocolate, golosinas, etc.;Clase;201904;210,1863;5,4;52,8;Noroeste
7468;01.1.8;Azúcar, dulces, chocolate, golosinas, etc.;Clase;201904;206,0454;4,2;50,8;Cuyo
7469;01.1.8;Azúcar, dulces, chocolate, golosinas, etc.;Clase;201904;205,3879;4,3;55,8;Patagonia
7470;01.2.1;Café, té, yerba y cacao;Clase;201904;228,2964;4,8;74,3;Pampeana
7471;01.2.1;Café, té, yerba y cacao;Clase;201904;222,2839;4,7;72;Noreste
7472;01.2.1;Café, té, yerba y cacao;Clase;201904;222,7391;4,8;74;Noroeste
7473;01.2.1;Café, té, yerba y cacao;Clase;201904;230,0649;3,8;73,7;Cuyo
7474;01.2.1;Café, té, yerba y cacao;Clase;201904;229,7323;4,3;78,9;Patagonia
7475;01.2.2;Aguas minerales, bebidas gaseosas y jugos;Clase;201904;207,9165;4,1;58;Pampeana
7476;01.2.2;Aguas minerales, bebidas gaseosas y jugos;Clase;201904;217,6108;1,5;55;Noreste
7477;01.2.2;Aguas minerales, bebidas gaseosas y jugos;Clase;201904;209,6871;2;54,1;Noroeste
